,Amount,MerchantID,TransactionType,Location,IsFraud,DayOfWeek,Day,Month,IsWeekend,Hour_sin,Hour_cos
79,222.74,620,0,3,0,3,1,1,0,0.0,1.0
80,4298.25,979,1,5,0,3,1,1,0,0.0,1.0
81,1007.32,770,1,6,0,3,1,1,0,0.0,1.0
82,2166.21,807,0,4,0,3,1,1,0,0.0,1.0
83,2522.34,52,0,5,0,3,1,1,0,0.0,1.0
84,2282.71,196,0,1,0,3,1,1,0,0.0,1.0
85,2377.94,282,0,2,0,3,1,1,0,0.0,1.0
86,1081.21,926,1,0,0,3,1,1,0,0.0,1.0
87,4152.22,397,1,7,0,3,1,1,0,0.0,1.0
88,3947.26,431,1,2,0,3,1,1,0,0.0,1.0
89,1370.1,701,1,5,0,3,1,1,0,0.0,1.0
90,4922.69,846,1,4,0,3,1,1,0,0.0,1.0
91,2356.42,941,0,4,0,3,1,1,0,0.0,1.0
92,4527.03,817,0,1,0,3,1,1,0,0.0,1.0
93,2006.0,87,1,7,0,3,1,1,0,0.0,1.0
94,1923.78,708,1,4,0,3,1,1,0,0.0,1.0
95,1209.88,336,0,5,0,3,1,1,0,0.0,1.0
96,3558.24,188,1,9,0,3,1,1,0,0.0,1.0
97,923.88,407,0,9,0,3,1,1,0,0.0,1.0
98,4836.36,656,0,0,0,3,1,1,0,0.0,1.0
99,3396.1,818,0,5,0,3,1,1,0,0.0,1.0
100,2522.38,68,1,0,0,3,1,1,0,0.0,1.0
101,433.94,837,0,0,0,3,1,1,0,0.0,1.0
102,4975.64,37,1,2,0,3,1,1,0,0.0,1.0
103,772.43,78,1,1,0,3,1,1,0,0.0,1.0
104,814.27,348,1,4,0,3,1,1,0,0.0,1.0
105,3016.19,574,0,3,0,3,1,1,0,0.0,1.0
106,639.68,725,1,4,0,3,1,1,0,0.0,1.0
107,3593.48,376,0,8,0,3,1,1,0,0.0,1.0
108,3593.2,934,1,3,0,3,1,1,0,0.0,1.0
109,785.79,78,1,6,0,3,1,1,0,0.0,1.0
110,1404.77,727,1,9,0,3,1,1,0,0.0,1.0
111,388.09,258,0,8,0,3,1,1,0,0.0,1.0
112,4469.05,441,0,0,0,3,1,1,0,0.0,1.0
113,3084.23,305,1,6,0,3,1,1,0,0.0,1.0
114,3268.77,364,1,8,0,3,1,1,0,0.0,1.0
115,4443.7,339,0,4,0,3,1,1,0,0.0,1.0
116,3773.79,382,0,9,0,3,1,1,0,0.0,1.0
117,2525.84,464,0,8,0,3,1,1,0,0.0,1.0
118,2827.55,714,0,8,0,3,1,1,0,0.0,1.0
119,1019.46,244,1,8,0,3,1,1,0,0.0,1.0
120,1476.27,231,1,3,0,3,1,1,0,0.0,1.0
121,1871.58,443,0,6,0,3,1,1,0,0.0,1.0
122,1290.73,455,1,4,0,3,1,1,0,0.0,1.0
123,3904.09,608,0,5,0,3,1,1,0,0.0,1.0
124,303.11,232,1,0,0,3,1,1,0,0.0,1.0
125,1445.21,955,1,9,0,3,1,1,0,0.0,1.0
126,2797.59,897,0,3,0,3,1,1,0,0.0,1.0
127,4820.74,663,1,9,0,3,1,1,0,0.0,1.0
128,4676.86,983,0,0,0,3,1,1,0,0.0,1.0
129,2131.67,349,0,1,0,3,1,1,0,0.0,1.0
130,4593.26,366,1,9,0,3,1,1,0,0.0,1.0
131,2964.31,486,0,7,0,3,1,1,0,0.0,1.0
132,4452.56,587,1,0,0,3,1,1,0,0.0,1.0
133,1064.75,816,0,4,0,3,1,1,0,0.0,1.0
134,1950.97,648,0,7,0,3,1,1,0,0.0,1.0
135,3033.38,207,1,8,0,3,1,1,0,0.0,1.0
136,4579.91,806,0,0,0,3,1,1,0,0.0,1.0
137,4463.06,616,0,4,0,3,1,1,0,0.0,1.0
138,4824.21,163,1,6,0,3,1,1,0,0.0,1.0
139,1606.55,728,1,6,0,3,1,1,0,0.0,1.0
140,3050.67,814,0,5,0,3,1,1,0,0.0,1.0
141,3465.81,688,0,1,0,3,1,1,0,0.0,1.0
142,1629.28,621,1,2,0,3,1,1,0,0.0,1.0
143,3806.2,141,1,2,0,3,1,1,0,0.0,1.0
144,3506.76,282,1,6,0,3,1,1,0,0.0,1.0
145,1893.07,818,0,2,0,3,1,1,0,0.0,1.0
146,3022.31,294,1,7,0,3,1,1,0,0.0,1.0
147,1649.57,675,0,7,0,3,1,1,0,0.0,1.0
148,2735.8,574,0,8,0,3,1,1,0,0.0,1.0
149,602.35,381,0,7,0,3,1,1,0,0.0,1.0
150,3214.15,565,0,3,0,3,1,1,0,0.0,1.0
151,3732.15,794,1,6,0,3,1,1,0,0.0,1.0
152,1705.68,174,0,0,0,3,1,1,0,0.0,1.0
153,3354.2,207,0,6,0,3,1,1,0,0.0,1.0
154,1155.19,187,1,2,0,3,1,1,0,0.0,1.0
155,22.08,964,0,5,0,3,1,1,0,0.0,1.0
156,2545.43,118,1,2,0,3,1,1,0,0.0,1.0
157,3173.84,279,0,5,0,3,1,1,0,0.0,1.0
158,2458.68,681,1,7,0,3,1,1,0,0.0,1.0
159,331.2,796,1,9,0,3,1,1,0,0.0,1.0
160,3947.38,434,1,9,0,3,1,1,0,0.0,1.0
161,768.44,1,0,6,0,3,1,1,0,0.0,1.0
162,3277.91,824,0,5,0,3,1,1,0,0.0,1.0
163,4385.78,560,1,9,0,3,1,1,0,0.0,1.0
164,4195.53,789,1,9,0,3,1,1,0,0.0,1.0
165,2596.94,471,1,8,0,3,1,1,0,0.0,1.0
166,4411.72,666,1,8,0,3,1,1,0,0.0,1.0
167,1796.39,584,1,4,0,3,1,1,0,0.0,1.0
168,1282.88,255,0,8,0,3,1,1,0,0.0,1.0
169,1812.72,28,0,7,0,3,1,1,0,0.0,1.0
170,2105.09,551,1,9,0,3,1,1,0,0.0,1.0
171,180.77,826,1,6,0,3,1,1,0,0.0,1.0
172,68.85,737,0,6,0,3,1,1,0,0.0,1.0
173,194.61,303,1,8,0,3,1,1,0,0.0,1.0
174,4100.37,3,0,3,0,3,1,1,0,0.0,1.0
175,3246.92,505,1,9,0,3,1,1,0,0.0,1.0
176,3411.73,502,1,2,0,3,1,1,0,0.0,1.0
177,3342.67,484,0,8,0,3,1,1,0,0.0,1.0
178,620.53,582,0,6,0,3,1,1,0,0.0,1.0
179,1986.08,714,1,6,0,3,1,1,0,0.0,1.0
180,3427.7,232,0,3,0,3,1,1,0,0.0,1.0
181,4954.15,210,1,2,0,3,1,1,0,0.0,1.0
182,2282.14,27,0,3,0,3,1,1,0,0.0,1.0
183,1489.88,706,0,8,0,3,1,1,0,0.0,1.0
184,65.35,429,0,1,0,3,1,1,0,0.0,1.0
185,1919.7,828,1,1,0,3,1,1,0,0.0,1.0
186,2189.78,174,1,0,0,3,1,1,0,0.0,1.0
187,3666.78,361,0,4,0,3,1,1,0,0.0,1.0
188,4315.43,627,0,5,0,3,1,1,0,0.0,1.0
189,3651.59,75,1,8,0,3,1,1,0,0.0,1.0
190,1703.8,916,0,9,1,3,1,1,0,0.0,1.0
191,4248.1,862,0,9,1,3,1,1,0,0.0,1.0
192,1706.64,417,1,7,0,3,1,1,0,0.0,1.0
193,2444.96,615,0,4,0,3,1,1,0,0.0,1.0
194,2945.76,37,0,5,0,3,1,1,0,0.0,1.0
195,4971.31,786,0,3,0,3,1,1,0,0.0,1.0
196,2805.81,345,1,6,0,3,1,1,0,0.0,1.0
197,4271.92,367,0,2,0,3,1,1,0,0.0,1.0
198,3715.22,722,0,4,0,3,1,1,0,0.0,1.0
199,4240.22,883,0,1,0,3,1,1,0,0.0,1.0
200,582.83,409,1,3,0,3,1,1,0,0.0,1.0
201,38.88,109,0,0,0,3,1,1,0,0.0,1.0
202,4906.35,167,1,7,0,3,1,1,0,0.0,1.0
203,372.55,743,0,4,0,3,1,1,0,0.0,1.0
204,1650.68,631,1,3,0,3,1,1,0,0.0,1.0
205,300.25,201,1,1,0,3,1,1,0,0.0,1.0
206,967.46,240,0,1,0,3,1,1,0,0.0,1.0
207,2051.75,921,0,0,0,3,1,1,0,0.0,1.0
208,1641.32,826,0,9,1,3,1,1,0,0.0,1.0
209,407.51,116,1,0,0,3,1,1,0,0.0,1.0
210,2960.27,965,0,9,0,3,1,1,0,0.0,1.0
211,3128.51,719,1,1,0,3,1,1,0,0.0,1.0
212,1463.83,627,1,3,0,3,1,1,0,0.0,1.0
213,2587.29,43,1,2,0,3,1,1,0,0.0,1.0
214,165.69,573,1,0,0,3,1,1,0,0.0,1.0
215,1408.59,151,1,9,0,3,1,1,0,0.0,1.0
216,4398.94,919,1,0,0,3,1,1,0,0.0,1.0
217,3365.82,452,0,8,0,3,1,1,0,0.0,1.0
218,547.72,411,0,5,0,3,1,1,0,0.0,1.0
219,3403.92,205,0,8,0,3,1,1,0,0.0,1.0
220,4160.09,990,0,2,0,3,1,1,0,0.0,1.0
221,3146.9,303,0,3,0,3,1,1,0,0.0,1.0
222,4778.31,780,1,0,0,3,1,1,0,0.0,1.0
223,2890.29,256,1,0,0,3,1,1,0,0.0,1.0
224,4230.17,797,0,7,0,3,1,1,0,0.0,1.0
225,3387.78,220,1,9,0,3,1,1,0,0.0,1.0
226,2837.46,289,1,7,0,3,1,1,0,0.0,1.0
227,1956.96,443,0,6,0,3,1,1,0,0.0,1.0
228,2798.04,388,1,9,0,3,1,1,0,0.0,1.0
229,1774.01,576,0,6,0,3,1,1,0,0.0,1.0
230,1232.42,279,1,4,0,3,1,1,0,0.0,1.0
231,473.7,445,1,9,0,3,1,1,0,0.0,1.0
232,1265.07,148,0,1,0,3,1,1,0,0.0,1.0
233,3726.83,169,1,2,0,3,1,1,0,0.0,1.0
234,1650.29,515,1,8,0,3,1,1,0,0.0,1.0
235,4125.33,4,1,7,0,3,1,1,0,0.0,1.0
236,3506.49,488,0,4,0,3,1,1,0,0.0,1.0
237,604.3,233,1,5,0,3,1,1,0,0.0,1.0
238,984.71,496,0,1,0,3,1,1,0,0.0,1.0
239,4541.36,744,0,6,0,3,1,1,0,0.0,1.0
240,4127.8,298,1,9,0,3,1,1,0,0.0,1.0
241,1074.36,53,0,6,0,3,1,1,0,0.0,1.0
242,3305.73,59,0,5,0,3,1,1,0,0.0,1.0
243,2790.95,193,0,8,0,3,1,1,0,0.0,1.0
244,3145.56,947,0,4,0,3,1,1,0,0.0,1.0
245,4116.82,337,1,5,0,3,1,1,0,0.0,1.0
246,670.64,248,0,3,0,3,1,1,0,0.0,1.0
247,1417.05,966,0,2,0,3,1,1,0,0.0,1.0
248,3699.99,827,1,4,0,3,1,1,0,0.0,1.0
249,1805.95,980,1,3,0,3,1,1,0,0.0,1.0
250,2003.64,949,1,8,0,3,1,1,0,0.0,1.0
251,338.18,973,0,9,0,3,1,1,0,0.0,1.0
252,3069.16,919,1,4,0,3,1,1,0,0.0,1.0
253,1809.94,101,1,9,0,3,1,1,0,0.0,1.0
254,3660.29,623,0,5,0,3,1,1,0,0.0,1.0
255,4228.23,590,0,9,0,3,1,1,0,0.0,1.0
256,996.58,113,0,3,0,3,1,1,0,0.0,1.0
257,979.4,598,0,0,0,3,1,1,0,0.0,1.0
258,4310.64,106,1,0,0,3,1,1,0,0.0,1.0
259,1841.08,933,1,2,0,3,1,1,0,0.0,1.0
260,965.29,67,1,9,0,3,1,1,0,0.0,1.0
261,2347.86,691,0,0,0,3,1,1,0,0.0,1.0
262,1289.36,1,1,4,0,3,1,1,0,0.0,1.0
263,1176.73,662,1,0,0,3,1,1,0,0.0,1.0
264,3503.11,855,1,0,0,3,1,1,0,0.0,1.0
265,1730.85,750,1,9,0,3,1,1,0,0.0,1.0
266,4429.98,47,1,6,0,3,1,1,0,0.0,1.0
267,565.41,618,1,1,0,3,1,1,0,0.0,1.0
268,704.9,371,1,1,0,3,1,1,0,0.0,1.0
269,1544.68,695,0,3,0,3,1,1,0,0.0,1.0
270,732.16,207,1,8,0,3,1,1,0,0.0,1.0
271,3015.08,280,0,0,0,3,1,1,0,0.0,1.0
272,1307.15,136,1,7,0,3,1,1,0,0.0,1.0
273,1834.32,63,0,1,0,3,1,1,0,0.0,1.0
274,2454.34,197,1,9,0,3,1,1,0,0.0,1.0
275,1392.09,780,0,4,0,3,1,1,0,0.0,1.0
276,4815.35,848,0,2,0,3,1,1,0,0.0,1.0
277,3513.45,519,0,4,0,3,1,1,0,0.0,1.0
278,724.56,736,1,4,0,3,1,1,0,0.0,1.0
279,1820.34,864,1,9,0,3,1,1,0,0.0,1.0
280,964.78,76,0,8,0,3,1,1,0,0.0,1.0
281,4186.42,731,1,4,0,3,1,1,0,0.0,1.0
282,4305.23,645,1,2,0,3,1,1,0,0.0,1.0
283,3397.65,972,1,9,0,3,1,1,0,0.0,1.0
284,4603.97,843,0,0,0,3,1,1,0,0.0,1.0
285,2125.83,785,0,9,0,3,1,1,0,0.0,1.0
286,1741.04,914,1,7,0,3,1,1,0,0.0,1.0
287,2902.39,870,0,1,0,3,1,1,0,0.0,1.0
288,4259.96,874,1,1,0,3,1,1,0,0.0,1.0
289,2887.65,67,1,0,0,3,1,1,0,0.0,1.0
290,740.58,671,0,3,0,3,1,1,0,0.0,1.0
291,2121.28,480,1,7,0,3,1,1,0,0.0,1.0
292,3524.33,302,1,7,0,3,1,1,0,0.0,1.0
293,3857.24,529,0,3,0,3,1,1,0,0.0,1.0
294,716.93,849,0,6,0,3,1,1,0,0.0,1.0
295,1693.43,804,0,9,0,3,1,1,0,0.0,1.0
296,4862.44,466,0,0,0,3,1,1,0,0.0,1.0
297,2783.65,497,0,8,0,3,1,1,0,0.0,1.0
298,2785.32,882,1,3,0,3,1,1,0,0.0,1.0
299,4678.38,98,0,8,0,3,1,1,0,0.0,1.0
300,3879.7,887,0,8,0,3,1,1,0,0.0,1.0
301,746.71,332,1,0,0,3,1,1,0,0.0,1.0
302,520.72,156,1,1,0,3,1,1,0,0.0,1.0
303,3513.39,542,0,7,0,3,1,1,0,0.0,1.0
304,4734.11,57,0,6,0,3,1,1,0,0.0,1.0
305,3303.14,925,0,3,0,3,1,1,0,0.0,1.0
306,4979.6,540,0,4,0,3,1,1,0,0.0,1.0
307,2505.91,115,0,3,0,3,1,1,0,0.0,1.0
308,4930.26,8,1,7,0,3,1,1,0,0.0,1.0
309,2793.96,768,0,2,0,3,1,1,0,0.0,1.0
310,4912.62,886,0,9,0,3,1,1,0,0.0,1.0
311,729.64,278,1,1,0,3,1,1,0,0.0,1.0
312,2130.43,213,1,3,0,3,1,1,0,0.0,1.0
313,2094.02,704,1,8,0,3,1,1,0,0.0,1.0
314,928.58,338,0,0,0,3,1,1,0,0.0,1.0
315,1594.15,756,0,4,0,3,1,1,0,0.0,1.0
316,3002.5,108,0,5,0,3,1,1,0,0.0,1.0
317,3744.54,130,1,8,0,3,1,1,0,0.0,1.0
318,1491.33,45,1,8,0,3,1,1,0,0.0,1.0
319,281.18,237,0,5,1,3,1,1,0,0.0,1.0
320,2955.28,340,1,1,0,3,1,1,0,0.0,1.0
321,82.0,527,0,2,0,3,1,1,0,0.0,1.0
322,3886.43,870,0,0,0,3,1,1,0,0.0,1.0
323,2513.33,693,0,2,0,3,1,1,0,0.0,1.0
324,4517.78,744,0,3,0,3,1,1,0,0.0,1.0
325,3621.27,449,1,8,0,3,1,1,0,0.0,1.0
326,4422.71,574,0,7,0,3,1,1,0,0.0,1.0
327,581.79,985,0,0,0,3,1,1,0,0.0,1.0
328,899.87,201,1,3,0,3,1,1,0,0.0,1.0
329,3237.7,277,1,2,0,3,1,1,0,0.0,1.0
330,1569.25,73,0,9,0,3,1,1,0,0.0,1.0
331,282.62,850,0,1,0,3,1,1,0,0.0,1.0
332,1487.26,671,1,7,0,3,1,1,0,0.0,1.0
333,2537.67,347,0,3,0,3,1,1,0,0.0,1.0
334,3890.85,799,1,2,0,3,1,1,0,0.0,1.0
335,2932.28,443,0,0,0,3,1,1,0,0.0,1.0
336,1243.23,288,0,8,0,3,1,1,0,0.0,1.0
337,117.1,597,0,4,0,3,1,1,0,0.0,1.0
338,3957.22,439,1,6,0,3,1,1,0,0.0,1.0
339,1511.63,636,1,4,0,3,1,1,0,0.0,1.0
340,574.35,75,0,0,0,3,1,1,0,0.0,1.0
341,2269.92,347,0,5,0,3,1,1,0,0.0,1.0
342,1751.23,243,0,1,0,3,1,1,0,0.0,1.0
343,770.07,791,0,4,0,3,1,1,0,0.0,1.0
344,3986.28,64,0,4,0,3,1,1,0,0.0,1.0
345,126.1,487,1,5,0,3,1,1,0,0.0,1.0
346,1688.19,755,1,1,0,3,1,1,0,0.0,1.0
347,2775.13,904,0,5,0,3,1,1,0,0.0,1.0
348,4610.03,353,0,9,0,3,1,1,0,0.0,1.0
349,4277.16,789,0,8,0,3,1,1,0,0.0,1.0
350,3584.64,96,1,4,0,3,1,1,0,0.0,1.0
351,3588.5,282,1,9,0,3,1,1,0,0.0,1.0
352,2370.24,527,1,4,0,3,1,1,0,0.0,1.0
353,2740.4,107,1,3,0,3,1,1,0,0.0,1.0
354,2107.38,398,1,9,0,3,1,1,0,0.0,1.0
355,4655.62,598,1,5,0,3,1,1,0,0.0,1.0
356,1409.44,881,0,9,0,3,1,1,0,0.0,1.0
357,2195.59,413,0,0,0,3,1,1,0,0.0,1.0
358,3103.56,294,1,0,0,3,1,1,0,0.0,1.0
359,2755.44,230,1,2,0,3,1,1,0,0.0,1.0
360,1194.12,601,1,8,0,3,1,1,0,0.0,1.0
361,824.41,590,0,5,0,3,1,1,0,0.0,1.0
362,2287.14,734,0,1,0,3,1,1,0,0.0,1.0
363,774.53,989,0,3,0,3,1,1,0,0.0,1.0
364,2330.25,247,1,1,0,3,1,1,0,0.0,1.0
365,3747.26,767,0,8,0,3,1,1,0,0.0,1.0
366,4233.04,686,1,6,0,3,1,1,0,0.0,1.0
367,3457.83,899,0,8,0,3,1,1,0,0.0,1.0
368,1726.8,118,1,4,0,3,1,1,0,0.0,1.0
369,3126.8,906,1,5,0,3,1,1,0,0.0,1.0
370,3047.66,789,0,4,1,3,1,1,0,0.0,1.0
371,3449.36,405,0,0,0,3,1,1,0,0.0,1.0
372,833.04,488,0,5,0,3,1,1,0,0.0,1.0
373,248.65,973,1,0,0,3,1,1,0,0.0,1.0
374,1638.6,713,1,9,0,3,1,1,0,0.0,1.0
375,327.46,924,0,8,0,3,1,1,0,0.0,1.0
376,97.25,842,1,1,0,3,1,1,0,0.0,1.0
377,1443.1,241,0,5,0,3,1,1,0,0.0,1.0
378,4640.59,854,0,2,0,3,1,1,0,0.0,1.0
379,2469.63,787,1,3,0,3,1,1,0,0.0,1.0
380,572.08,80,0,9,0,3,1,1,0,0.0,1.0
381,1845.36,584,0,2,0,3,1,1,0,0.0,1.0
382,1509.3,130,0,6,0,3,1,1,0,0.0,1.0
383,1650.3,446,1,3,0,3,1,1,0,0.0,1.0
384,999.14,436,1,3,0,3,1,1,0,0.0,1.0
385,4157.23,236,1,6,0,3,1,1,0,0.0,1.0
386,2352.91,93,1,3,0,3,1,1,0,0.0,1.0
387,3568.87,311,1,1,0,3,1,1,0,0.0,1.0
388,3390.19,921,1,3,0,3,1,1,0,0.0,1.0
389,4729.42,655,1,0,0,3,1,1,0,0.0,1.0
390,2152.93,648,1,4,0,3,1,1,0,0.0,1.0
391,3596.87,838,0,3,0,3,1,1,0,0.0,1.0
392,3289.01,14,0,0,0,3,1,1,0,0.0,1.0
393,2016.55,964,0,0,0,3,1,1,0,0.0,1.0
394,4063.63,963,0,1,0,3,1,1,0,0.0,1.0
395,2055.05,726,0,4,0,3,1,1,0,0.0,1.0
396,694.88,575,1,4,0,3,1,1,0,0.0,1.0
397,1585.62,799,0,4,0,3,1,1,0,0.0,1.0
398,4561.25,271,1,7,0,3,1,1,0,0.0,1.0
399,4224.27,104,1,6,0,3,1,1,0,0.0,1.0
400,2988.96,239,1,8,0,3,1,1,0,0.0,1.0
401,814.35,312,1,5,0,3,1,1,0,0.0,1.0
402,3129.08,489,0,8,0,3,1,1,0,0.0,1.0
403,1267.8,8,1,2,0,3,1,1,0,0.0,1.0
404,3799.67,41,0,8,0,3,1,1,0,0.0,1.0
405,3433.05,848,0,5,0,3,1,1,0,0.0,1.0
406,2729.2,803,0,8,0,3,1,1,0,0.0,1.0
407,4686.29,681,0,4,0,3,1,1,0,0.0,1.0
408,1901.04,431,0,6,0,3,1,1,0,0.0,1.0
409,164.15,740,0,7,0,3,1,1,0,0.0,1.0
410,1707.0,985,1,6,0,3,1,1,0,0.0,1.0
411,558.72,460,0,2,0,3,1,1,0,0.0,1.0
412,3415.01,572,0,4,0,3,1,1,0,0.0,1.0
413,3267.07,275,1,4,0,3,1,1,0,0.0,1.0
414,4056.75,45,0,9,0,3,1,1,0,0.0,1.0
415,4707.69,595,0,6,0,3,1,1,0,0.0,1.0
416,2092.28,769,1,2,0,3,1,1,0,0.0,1.0
417,205.48,983,0,0,0,3,1,1,0,0.0,1.0
418,1586.16,29,0,9,0,3,1,1,0,0.0,1.0
419,2168.32,136,0,1,0,3,1,1,0,0.0,1.0
420,1717.95,889,1,3,0,3,1,1,0,0.0,1.0
421,4709.06,675,0,5,0,3,1,1,0,0.0,1.0
422,1458.12,106,1,2,0,3,1,1,0,0.0,1.0
423,4707.74,115,0,0,0,3,1,1,0,0.0,1.0
424,4151.98,381,1,2,0,3,1,1,0,0.0,1.0
425,1845.18,414,1,7,0,3,1,1,0,0.0,1.0
426,2121.47,964,0,1,0,3,1,1,0,0.0,1.0
427,1561.2,654,0,4,0,3,1,1,0,0.0,1.0
428,1343.61,765,1,4,0,3,1,1,0,0.0,1.0
429,1235.24,275,1,8,0,3,1,1,0,0.0,1.0
430,3435.02,724,1,5,0,3,1,1,0,0.0,1.0
431,3769.64,639,0,5,0,3,1,1,0,0.0,1.0
432,2038.53,399,1,8,0,3,1,1,0,0.0,1.0
433,3046.83,433,1,9,0,3,1,1,0,0.0,1.0
434,1148.82,761,0,9,0,3,1,1,0,0.0,1.0
435,1414.07,435,1,1,0,3,1,1,0,0.0,1.0
436,2122.77,224,0,3,0,3,1,1,0,0.0,1.0
437,413.62,550,0,2,0,3,1,1,0,0.0,1.0
438,4559.95,402,0,4,0,3,1,1,0,0.0,1.0
439,184.8,948,0,6,0,3,1,1,0,0.0,1.0
440,533.65,821,1,8,0,3,1,1,0,0.0,1.0
441,1953.36,83,0,8,0,3,1,1,0,0.0,1.0
442,4399.45,275,0,7,0,3,1,1,0,0.0,1.0
443,3466.73,494,1,5,0,3,1,1,0,0.0,1.0
444,1564.1,120,1,3,0,3,1,1,0,0.0,1.0
445,4072.13,146,0,0,0,3,1,1,0,0.0,1.0
446,1307.87,928,1,3,0,3,1,1,0,0.0,1.0
447,1154.79,894,1,6,0,3,1,1,0,0.0,1.0
448,243.7,974,0,8,0,3,1,1,0,0.0,1.0
449,4522.96,730,0,3,0,3,1,1,0,0.0,1.0
